grid_position,driver_name,car,qualifying_time,season,round
12,Michael  Schumacher  MSC,Mercedes,1:38.770,2012,8
13,Felipe  Massa  MAS,Ferrari,1:38.780,2012,8
14,Bruno  Senna  SEN,Williams Renault,1:39.207,2012,8
15,Sergio  Perez  PER,Sauber Ferrari,1:39.358,2012,8
16,Heikki  Kovalainen  KOV,Caterham Renault,1:40.295,2012,8
17,Daniel  Ricciardo  RIC,STR Ferrari,1:40.358,2012,8
18,Jean-Eric  Vergne  VER,STR Ferrari,1:40.203,2012,8
19,Mark  Webber  WEB,Red Bull Racing Renault,1:40.395,2012,8
20,Vitaly  Petrov  PET,Caterham Renault,1:40.457,2012,8
21,Pedro  de la Rosa  DLR,HRT Cosworth,1:42.171,2012,8
22,Narain  Karthikeyan  KAR,HRT Cosworth,1:42.527,2012,8
23,Charles  Pic  PIC,Marussia Cosworth,1:42.675,2012,8
1,Fernando  Alonso  ALO,Ferrari,1:51.746,2012,9
2,Mark  Webber  WEB,Red Bull Racing Renault,1:51.793,2012,9
3,Michael  Schumacher  MSC,Mercedes,1:52.020,2012,9
4,Sebastian  Vettel  VET,Red Bull Racing Renault,1:52.199,2012,9
5,Felipe  Massa  MAS,Ferrari,1:53.065,2012,9
6,Kimi  Räikkönen  RAI,Lotus Renault,1:53.290,2012,9
7,Pastor  Maldonado  MAL,Williams Renault,1:53.539,2012,9
8,Lewis  Hamilton  HAM,McLaren Mercedes,1:53.543,2012,9
9,Romain  Grosjean  GRO,Lotus Renault,,2012,9
10,Paul  di Resta  DIR,Force India Mercedes,1:57.009,2012,9
11,Nico  Rosberg  ROS,Mercedes,1:57.108,2012,9
12,Daniel  Ricciardo  RIC,STR Ferrari,1:57.132,2012,9
13,Bruno  Senna  SEN,Williams Renault,1:57.426,2012,9
14,Nico  Hulkenberg  HUL,Force India Mercedes,1:54.382,2012,9
15,Sergio  Perez  PER,Sauber Ferrari,1:57.895,2012,9
16,Jenson  Button  BUT,McLaren Mercedes,1:48.044,2012,9
17,Kamui  Kobayashi  KOB,Sauber Ferrari,1:57.071,2012,9
18,Vitaly  Petrov  PET,Caterham Renault,1:49.027,2012,9
19,Heikki  Kovalainen  KOV,Caterham Renault,1:49.477,2012,9
20,Timo  Glock  GLO,Marussia Cosworth,1:51.618,2012,9
21,Pedro  de la Rosa  DLR,HRT Cosworth,1:52.742,2012,9
22,Narain  Karthikeyan  KAR,HRT Cosworth,1:53.040,2012,9
23,Jean-Eric  Vergne  VER,STR Ferrari,1:57.719,2012,9
24,Charles  Pic  PIC,Marussia Cosworth,,2012,9
1,Fernando  Alonso  ALO,Ferrari,1:40.621,2012,10
2,Sebastian  Vettel  VET,Red Bull Racing Renault,1:41.026,2012,10
3,Michael  Schumacher  MSC,Mercedes,1:42.459,2012,10
4,Nico  Hulkenberg  HUL,Force India Mercedes,1:43.501,2012,10
5,Pastor  Maldonado  MAL,Williams Renault,1:43.950,2012,10
6,Jenson  Button  BUT,McLaren Mercedes,1:44.113,2012,10
7,Lewis  Hamilton  HAM,McLaren Mercedes,1:44.186,2012,10
8,Mark  Webber  WEB,Red Bull Racing Renault,1:41.496,2012,10
9,Paul  di Resta  DIR,Force India Mercedes,1:44.889,2012,10
10,Kimi  Räikkönen  RAI,Lotus Renault,1:45.811,2012,10
11,Daniel  Ricciardo  RIC,STR Ferrari,1:39.789,2012,10
12,Kamui  Kobayashi  KOB,Sauber Ferrari,1:39.985,2012,10
13,Felipe  Massa  MAS,Ferrari,1:40.212,2012,10
14,Bruno  Senna  SEN,Williams Renault,1:40.752,2012,10
15,Jean-Eric  Vergne  VER,STR Ferrari,1:16.741,2012,10
16,Heikki  Kovalainen  KOV,Caterham Renault,1:17.620,2012,10
17,Sergio  Perez  PER,Sauber Ferrari,1:39.933,2012,10
18,Vitaly  Petrov  PET,Caterham Renault,1:18.531,2012,10
19,Romain  Grosjean  GRO,Lotus Renault,1:40.574,2012,10
20,Charles  Pic  PIC,Marussia Cosworth,1:19.220,2012,10
21,Nico  Rosberg  ROS,Mercedes,1:41.551,2012,10
22,Timo  Glock  GLO,Marussia Cosworth,1:19.291,2012,10
23,Pedro  de la Rosa  DLR,HRT Cosworth,1:19.912,2012,10
24,Narain  Karthikeyan  KAR,HRT Cosworth,1:20.230,2012,10
1,Lewis  Hamilton  HAM,McLaren Mercedes,1:20.953,2012,11
2,Romain  Grosjean  GRO,Lotus Renault,1:21.366,2012,11
3,Sebastian  Vettel  VET,Red Bull Racing Renault,1:21.416,2012,11
4,Jenson  Button  BUT,McLaren Mercedes,1:21.583,2012,11
5,Kimi  Räikkönen  RAI,Lotus Renault,1:21.730,2012,11
6,Fernando  Alonso  ALO,Ferrari,1:21.844,2012,11
7,Felipe  Massa  MAS,Ferrari,1:21.900,2012,11
8,Pastor  Maldonado  MAL,Williams Renault,1:21.939,2012,11
9,Bruno  Senna  SEN,Williams Renault,1:22.343,2012,11
10,Nico  Hulkenberg  HUL,Force India Mercedes,1:22.847,2012,11
11,Mark  Webber  WEB,Red Bull Racing Renault,1:21.715,2012,11
12,Paul  di Resta  DIR,Force India Mercedes,1:21.813,2012,11
13,Nico  Rosberg  ROS,Mercedes,1:21.895,2012,11
14,Sergio  Perez  PER,Sauber Ferrari,1:21.895,2012,11
15,Kamui  Kobayashi  KOB,Sauber Ferrari,1:22.300,2012,11
16,Jean-Eric  Vergne  VER,STR Ferrari,1:22.380,2012,11
17,Michael  Schumacher  MSC,Mercedes,1:22.723,2012,11
18,Daniel  Ricciardo  RIC,STR Ferrari,1:23.250,2012,11
19,Heikki  Kovalainen  KOV,Caterham Renault,1:23.576,2012,11
20,Vitaly  Petrov  PET,Caterham Renault,1:24.167,2012,11
21,Charles  Pic  PIC,Marussia Cosworth,1:25.244,2012,11
22,Timo  Glock  GLO,Marussia Cosworth,1:25.476,2012,11
23,Pedro  de la Rosa  DLR,HRT Cosworth,1:25.916,2012,11
24,Narain  Karthikeyan  KAR,HRT Cosworth,1:26.178,2012,11
1,Jenson  Button  BUT,McLaren Mercedes,1:47.573,2012,12
2,Kamui  Kobayashi  KOB,Sauber Ferrari,1:47.871,2012,12
3,Kimi  Räikkönen  RAI,Lotus Renault,1:48.205,2012,12
4,Sergio  Perez  PER,Sauber Ferrari,1:48.219,2012,12
5,Fernando  Alonso  ALO,Ferrari,1:48.313,2012,12
6,Pastor  Maldonado  MAL,Williams Renault,1:47.893,2012,12
7,Lewis  Hamilton  HAM,McLaren Mercedes,1:48.394,2012,12
8,Romain  Grosjean  GRO,Lotus Renault,1:48.538,2012,12
9,Paul  di Resta  DIR,Force India Mercedes,1:48.890,2012,12
10,Sebastian  Vettel  VET,Red Bull Racing Renault,1:48.792,2012,12
11,Nico  Hulkenberg  HUL,Force India Mercedes,1:48.855,2012,12
12,Mark  Webber  WEB,Red Bull Racing Renault,1:48.392,2012,12
13,Michael  Schumacher  MSC,Mercedes,1:49.081,2012,12
14,Felipe  Massa  MAS,Ferrari,1:49.147,2012,12
15,Jean-Eric  Vergne  VER,STR Ferrari,1:49.354,2012,12
16,Daniel  Ricciardo  RIC,STR Ferrari,1:49.543,2012,12
17,Bruno  Senna  SEN,Williams Renault,1:50.088,2012,12
18,Heikki  Kovalainen  KOV,Caterham Renault,1:51.739,2012,12
19,Vitaly  Petrov  PET,Caterham Renault,1:51.967,2012,12
20,Timo  Glock  GLO,Marussia Cosworth,1:52.336,2012,12
21,Pedro  de la Rosa  DLR,HRT Cosworth,1:53.030,2012,12
22,Charles  Pic  PIC,Marussia Cosworth,1:53.493,2012,12
23,Nico  Rosberg  ROS,Mercedes,1:50.181,2012,12
24,Narain  Karthikeyan  KAR,HRT Cosworth,1:54.989,2012,12
1,Lewis  Hamilton  HAM,McLaren Mercedes,1:24.010,2012,13
2,Jenson  Button  BUT,McLaren Mercedes,1:24.133,2012,13
3,Felipe  Massa  MAS,Ferrari,1:24.247,2012,13
4,Michael  Schumacher  MSC,Mercedes,1:24.540,2012,13
5,Sebastian  Vettel  VET,Red Bull Racing Renault,1:24.802,2012,13
6,Nico  Rosberg  ROS,Mercedes,1:24.833,2012,13
7,Kimi  Räikkönen  RAI,Lotus Renault,1:24.855,2012,13
8,Kamui  Kobayashi  KOB,Sauber Ferrari,1:25.109,2012,13
9,Paul  di Resta  DIR,Force India Mercedes,1:24.304,2012,13
10,Fernando  Alonso  ALO,Ferrari,1:25.678,2012,13
11,Mark  Webber  WEB,Red Bull Racing Renault,1:24.809,2012,13
12,Sergio  Perez  PER,Sauber Ferrari,1:24.901,2012,13
13,Bruno  Senna  SEN,Williams Renault,1:25.042,2012,13
14,Daniel  Ricciardo  RIC,STR Ferrari,1:25.312,2012,13
15,Jerome  d'Ambrosio  DAM,Lotus Renault,1:25.408,2012,13
16,Jean-Eric  Vergne  VER,STR Ferrari,1:25.441,2012,13
17,Heikki  Kovalainen  KOV,Caterham Renault,1:26.382,2012,13
18,Vitaly  Petrov  PET,Caterham Renault,1:26.887,2012,13
19,Timo  Glock  GLO,Marussia Cosworth,1:27.039,2012,13
20,Charles  Pic  PIC,Marussia Cosworth,1:27.073,2012,13
21,Narain  Karthikeyan  KAR,HRT Cosworth,1:27.441,2012,13
22,Pastor  Maldonado  MAL,Williams Renault,1:24.820,2012,13
23,Pedro  de la Rosa  DLR,HRT Cosworth,1:27.629,2012,13
24,Nico  Hulkenberg  HUL,Force India Mercedes,,2012,13
1,Lewis  Hamilton  HAM,McLaren Mercedes,1:46.362,2012,14
2,Pastor  Maldonado  MAL,Williams Renault,1:46.804,2012,14
3,Sebastian  Vettel  VET,Red Bull Racing Renault,1:46.905,2012,14
4,Jenson  Button  BUT,McLaren Mercedes,1:46.939,2012,14
5,Fernando  Alonso  ALO,Ferrari,1:47.216,2012,14
6,Paul  di Resta  DIR,Force India Mercedes,1:47.241,2012,14
7,Mark  Webber  WEB,Red Bull Racing Renault,1:47.475,2012,14
8,Romain  Grosjean  GRO,Lotus Renault,1:47.788,2012,14
9,Michael  Schumacher  MSC,Mercedes,,2012,14
10,Nico  Rosberg  ROS,Mercedes,,2012,14
11,Nico  Hulkenberg  HUL,Force India Mercedes,1:47.975,2012,14
12,Kimi  Räikkönen  RAI,Lotus Renault,1:48.261,2012,14
13,Felipe  Massa  MAS,Ferrari,1:48.344,2012,14
14,Sergio  Perez  PER,Sauber Ferrari,1:48.505,2012,14
15,Daniel  Ricciardo  RIC,STR Ferrari,1:48.774,2012,14
16,Jean-Eric  Vergne  VER,STR Ferrari,1:48.849,2012,14
17,Kamui  Kobayashi  KOB,Sauber Ferrari,1:49.933,2012,14
18,Vitaly  Petrov  PET,Caterham Renault,1:50.846,2012,14
19,Heikki  Kovalainen  KOV,Caterham Renault,1:51.137,2012,14
20,Timo  Glock  GLO,Marussia Cosworth,1:51.370,2012,14
21,Charles  Pic  PIC,Marussia Cosworth,1:51.762,2012,14
22,Bruno  Senna  SEN,Williams Renault,,2012,14
23,Narain  Karthikeyan  KAR,HRT Cosworth,1:52.372,2012,14
24,Pedro  de la Rosa  DLR,HRT Cosworth,1:53.355,2012,14
1,Sebastian  Vettel  VET,Red Bull Racing Renault,1:30.839,2012,15
2,Mark  Webber  WEB,Red Bull Racing Renault,1:31.090,2012,15
3,Kamui  Kobayashi  KOB,Sauber Ferrari,1:31.700,2012,15
4,Romain  Grosjean  GRO,Lotus Renault,1:31.898,2012,15
5,Sergio  Perez  PER,Sauber Ferrari,1:32.022,2012,15
6,Fernando  Alonso  ALO,Ferrari,1:32.114,2012,15
7,Kimi  Räikkönen  RAI,Lotus Renault,1:32.208,2012,15
8,Jenson  Button  BUT,McLaren Mercedes,1:31.290,2012,15
9,Lewis  Hamilton  HAM,McLaren Mercedes,1:32.327,2012,15
10,Felipe  Massa  MAS,Ferrari,1:32.293,2012,15
11,Paul  di Resta  DIR,Force India Mercedes,1:32.327,2012,15
12,Pastor  Maldonado  MAL,Williams Renault,1:32.512,2012,15
13,Nico  Rosberg  ROS,Mercedes,1:32.625,2012,15
14,Daniel  Ricciardo  RIC,STR Ferrari,1:32.954,2012,15
15,Nico  Hulkenberg  HUL,Force India Mercedes,,2012,15
16,Bruno  Senna  SEN,Williams Renault,1:33.405,2012,15
17,Heikki  Kovalainen  KOV,Caterham Renault,1:34.657,2012,15
18,Timo  Glock  GLO,Marussia Cosworth,1:35.213,2012,15
19,Jean-Eric  Vergne  VER,STR Ferrari,1:33.368,2012,15
20,Pedro  de la Rosa  DLR,HRT Cosworth,1:35.385,2012,15
21,Charles  Pic  PIC,Marussia Cosworth,1:35.429,2012,15
22,Vitaly  Petrov  PET,Caterham Renault,1:35.432,2012,15
23,Michael  Schumacher  MSC,Mercedes,1:32.469,2012,15
24,Narain  Karthikeyan  KAR,HRT Cosworth,1:36.734,2012,15
1,Mark  Webber  WEB,Red Bull Racing Renault,1:37.242,2012,16
2,Sebastian  Vettel  VET,Red Bull Racing Renault,1:37.316,2012,16
3,Lewis  Hamilton  HAM,McLaren Mercedes,1:37.469,2012,16
4,Fernando  Alonso  ALO,Ferrari,1:37.534,2012,16
5,Kimi  Räikkönen  RAI,Lotus Renault,1:37.625,2012,16
6,Felipe  Massa  MAS,Ferrari,1:37.884,2012,16
7,Romain  Grosjean  GRO,Lotus Renault,1:37.934,2012,16
8,Nico  Hulkenberg  HUL,Force India Mercedes,1:38.266,2012,16
9,Nico  Rosberg  ROS,Mercedes,1:38.361,2012,16
10,Michael  Schumacher  MSC,Mercedes,1:38.513,2012,16
11,Jenson  Button  BUT,McLaren Mercedes,1:38.441,2012,16
12,Sergio  Perez  PER,Sauber Ferrari,1:38.460,2012,16
13,Kamui  Kobayashi  KOB,Sauber Ferrari,1:38.594,2012,16
14,Paul  di Resta  DIR,Force India Mercedes,1:38.643,2012,16
15,Pastor  Maldonado  MAL,Williams Renault,1:38.725,2012,16
16,Jean-Eric  Vergne  VER,STR Ferrari,1:39.340,2012,16
17,Bruno  Senna  SEN,Williams Renault,1:39.443,2012,16
18,Vitaly  Petrov  PET,Caterham Renault,1:40.207,2012,16
19,Heikki  Kovalainen  KOV,Caterham Renault,1:40.333,2012,16
20,Timo  Glock  GLO,Marussia Cosworth,1:41.371,2012,16
21,Daniel  Ricciardo  RIC,STR Ferrari,1:39.084,2012,16
22,Pedro  de la Rosa  DLR,HRT Cosworth,1:42.881,2012,16
23,Narain  Karthikeyan  KAR,HRT Cosworth,,2012,16
24,Charles  Pic  PIC,Marussia Cosworth,1:41.317,2012,16
1,Sebastian  Vettel  VET,Red Bull Racing Renault,1:25.283,2012,17
2,Mark  Webber  WEB,Red Bull Racing Renault,1:25.327,2012,17
3,Lewis  Hamilton  HAM,McLaren Mercedes,1:25.544,2012,17
4,Jenson  Button  BUT,McLaren Mercedes,1:25.659,2012,17
5,Fernando  Alonso  ALO,Ferrari,1:25.773,2012,17
6,Felipe  Massa  MAS,Ferrari,1:25.857,2012,17
7,Kimi  Räikkönen  RAI,Lotus Renault,1:26.236,2012,17
8,Sergio  Perez  PER,Sauber Ferrari,1:26.360,2012,17
9,Pastor  Maldonado  MAL,Williams Renault,1:26.713,2012,17
10,Nico  Rosberg  ROS,Mercedes,,2012,17
11,Romain  Grosjean  GRO,Lotus Renault,1:26.136,2012,17
12,Nico  Hulkenberg  HUL,Force India Mercedes,1:26.241,2012,17
13,Bruno  Senna  SEN,Williams Renault,1:26.331,2012,17
14,Michael  Schumacher  MSC,Mercedes,1:26.574,2012,17
15,Daniel  Ricciardo  RIC,STR Ferrari,1:26.777,2012,17
16,Paul  di Resta  DIR,Force India Mercedes,1:26.989,2012,17
17,Kamui  Kobayashi  KOB,Sauber Ferrari,1:27.219,2012,17
18,Jean-Eric  Vergne  VER,STR Ferrari,1:27.525,2012,17
19,Vitaly  Petrov  PET,Caterham Renault,1:28.756,2012,17
20,Heikki  Kovalainen  KOV,Caterham Renault,1:29.500,2012,17
21,Timo  Glock  GLO,Marussia Cosworth,1:29.613,2012,17
22,Pedro  de la Rosa  DLR,HRT Cosworth,1:30.592,2012,17
23,Narain  Karthikeyan  KAR,HRT Cosworth,1:30.593,2012,17
24,Charles  Pic  PIC,Marussia Cosworth,1:30.662,2012,17
1,Lewis  Hamilton  HAM,McLaren Mercedes,1:40.630,2012,18
2,Mark  Webber  WEB,Red Bull Racing Renault,1:40.978,2012,18
3,Pastor  Maldonado  MAL,Williams Renault,1:41.226,2012,18
4,Kimi  Räikkönen  RAI,Lotus Renault,1:41.260,2012,18
5,Jenson  Button  BUT,McLaren Mercedes,1:41.290,2012,18
6,Fernando  Alonso  ALO,Ferrari,1:41.582,2012,18
7,Nico  Rosberg  ROS,Mercedes,1:41.603,2012,18
8,Felipe  Massa  MAS,Ferrari,1:41.723,2012,18
9,Romain  Grosjean  GRO,Lotus Renault,1:41.778,2012,18
10,Nico  Hulkenberg  HUL,Force India Mercedes,1:42.019,2012,18
11,Sergio  Perez  PER,Sauber Ferrari,1:42.084,2012,18
12,Paul  di Resta  DIR,Force India Mercedes,1:42.218,2012,18
13,Michael  Schumacher  MSC,Mercedes,1:42.289,2012,18
14,Bruno  Senna  SEN,Williams Renault,1:42.330,2012,18
15,Kamui  Kobayashi  KOB,Sauber Ferrari,1:42.606,2012,18
16,Daniel  Ricciardo  RIC,STR Ferrari,1:42.765,2012,18
17,Jean-Eric  Vergne  VER,STR Ferrari,1:44.058,2012,18
18,Heikki  Kovalainen  KOV,Caterham Renault,1:44.956,2012,18
19,Charles  Pic  PIC,Marussia Cosworth,1:45.089,2012,18
20,Vitaly  Petrov  PET,Caterham Renault,1:45.151,2012,18
21,Timo  Glock  GLO,Marussia Cosworth,1:45.426,2012,18
22,Pedro  de la Rosa  DLR,HRT Cosworth,1:45.766,2012,18
23,Narain  Karthikeyan  KAR,HRT Cosworth,1:46.382,2012,18
1,Sebastian  Vettel  VET,Red Bull Racing Renault,1:35.657,2012,19
2,Lewis  Hamilton  HAM,McLaren Mercedes,1:35.766,2012,19
3,Mark  Webber  WEB,Red Bull Racing Renault,1:36.174,2012,19
4,Kimi  Räikkönen  RAI,Lotus Renault,1:36.708,2012,19
5,Michael  Schumacher  MSC,Mercedes,1:36.794,2012,19
6,Nico  Hulkenberg  HUL,Force India Mercedes,1:37.141,2012,19
7,Fernando  Alonso  ALO,Ferrari,1:37.300,2012,19
8,Romain  Grosjean  GRO,Lotus Renault,1:36.587,2012,19
9,Pastor  Maldonado  MAL,Williams Renault,1:37.842,2012,19
10,Bruno  Senna  SEN,Williams Renault,1:37.604,2012,19
11,Felipe  Massa  MAS,Ferrari,1:36.937,2012,19
12,Jenson  Button  BUT,McLaren Mercedes,1:37.616,2012,19
13,Paul  di Resta  DIR,Force India Mercedes,1:37.665,2012,19
14,Jean-Eric  Vergne  VER,STR Ferrari,1:37.879,2012,19
15,Sergio  Perez  PER,Sauber Ferrari,1:38.206,2012,19
16,Kamui  Kobayashi  KOB,Sauber Ferrari,1:38.437,2012,19
17,Nico  Rosberg  ROS,Mercedes,1:38.501,2012,19
18,Daniel  Ricciardo  RIC,STR Ferrari,1:39.114,2012,19
19,Timo  Glock  GLO,Marussia Cosworth,1:40.056,2012,19
20,Charles  Pic  PIC,Marussia Cosworth,1:40.664,2012,19
21,Vitaly  Petrov  PET,Caterham Renault,1:40.809,2012,19
22,Heikki  Kovalainen  KOV,Caterham Renault,1:41.166,2012,19
23,Pedro  de la Rosa  DLR,HRT Cosworth,1:42.011,2012,19
24,Narain  Karthikeyan  KAR,HRT Cosworth,1:42.740,2012,19
1,Lewis  Hamilton  HAM,McLaren Mercedes,1:12.458,2012,20
2,Jenson  Button  BUT,McLaren Mercedes,1:12.513,2012,20
3,Mark  Webber  WEB,Red Bull Racing Renault,1:12.581,2012,20
4,Sebastian  Vettel  VET,Red Bull Racing Renault,1:12.760,2012,20
5,Felipe  Massa  MAS,Ferrari,1:12.987,2012,20
6,Nico  Hulkenberg  HUL,Force India Mercedes,1:13.206,2012,20
7,Fernando  Alonso  ALO,Ferrari,1:13.253,2012,20
8,Kimi  Räikkönen  RAI,Lotus Renault,1:13.298,2012,20
9,Nico  Rosberg  ROS,Mercedes,1:13.489,2012,20
10,Paul  di Resta  DIR,Force India Mercedes,1:14.121,2012,20
11,Bruno  Senna  SEN,Williams Renault,1:14.219,2012,20
12,Sergio  Perez  PER,Sauber Ferrari,1:14.234,2012,20
13,Michael  Schumacher  MSC,Mercedes,1:14.334,2012,20
14,Kamui  Kobayashi  KOB,Sauber Ferrari,1:14.380,2012,20
15,Daniel  Ricciardo  RIC,STR Ferrari,1:14.574,2012,20
16,Pastor  Maldonado  MAL,Williams Renault,1:13.174,2012,20
17,Jean-Eric  Vergne  VER,STR Ferrari,1:14.619,2012,20
18,Romain  Grosjean  GRO,Lotus Renault,1:16.967,2012,20
19,Vitaly  Petrov  PET,Caterham Renault,1:17.073,2012,20
20,Heikki  Kovalainen  KOV,Caterham Renault,1:17.086,2012,20
21,Timo  Glock  GLO,Marussia Cosworth,1:17.508,2012,20
22,Charles  Pic  PIC,Marussia Cosworth,1:18.104,2012,20
23,Narain  Karthikeyan  KAR,HRT Cosworth,1:19.576,2012,20
24,Pedro  de la Rosa  DLR,HRT Cosworth,1:19.699,2012,20
1,Sebastian  Vettel  VET,Red Bull Racing Renault,1:27.407,2013,1
2,Mark  Webber  WEB,Red Bull Racing Renault,1:27.827,2013,1
3,Lewis  Hamilton  HAM,Mercedes,1:28.087,2013,1
4,Felipe  Massa  MAS,Ferrari,1:28.490,2013,1
5,Fernando  Alonso  ALO,Ferrari,1:28.493,2013,1
6,Nico  Rosberg  ROS,Mercedes,1:28.523,2013,1
7,Kimi  Räikkönen  RAI,Lotus Renault,1:28.738,2013,1
8,Romain  Grosjean  GRO,Lotus Renault,1:29.013,2013,1
9,Paul  di Resta  DIR,Force India Mercedes,1:29.305,2013,1
10,Jenson  Button  BUT,McLaren Mercedes,1:30.357,2013,1
11,Nico  Hulkenberg  HUL,Sauber Ferrari,1:38.067,2013,1
12,Adrian  Sutil  SUT,Force India Mercedes,1:38.134,2013,1
13,Jean-Eric  Vergne  VER,STR Ferrari,1:38.778,2013,1
14,Daniel  Ricciardo  RIC,STR Ferrari,1:39.042,2013,1
15,Sergio  Perez  PER,McLaren Mercedes,1:39.900,2013,1
16,Valtteri  Bottas  BOT,Williams Renault,1:40.290,2013,1
17,Pastor  Maldonado  MAL,Williams Renault,1:47.614,2013,1
18,Esteban  Gutierrez GUT,Sauber Ferrari,1:47.776,2013,1
19,Jules  Bianchi  BIA,Marussia Cosworth,1:48.147,2013,1
20,Max  Chilton  CHI,Marussia Cosworth,1:48.909,2013,1
21,Giedo  van der Garde  VDG,Caterham Renault,1:49.519,2013,1
22,Charles  Pic  PIC,Caterham Renault,,2013,1
1,Sebastian  Vettel  VET,Red Bull Racing Renault,1:49.674,2013,2
2,Felipe  Massa  MAS,Ferrari,1:50.587,2013,2
3,Fernando  Alonso  ALO,Ferrari,1:50.727,2013,2
4,Lewis  Hamilton  HAM,Mercedes,1:51.699,2013,2
5,Mark  Webber  WEB,Red Bull Racing Renault,1:52.244,2013,2
6,Nico  Rosberg  ROS,Mercedes,1:52.519,2013,2
7,Jenson  Button  BUT,McLaren Mercedes,1:53.175,2013,2
8,Adrian  Sutil  SUT,Force India Mercedes,1:53.439,2013,2
9,Sergio  Perez  PER,McLaren Mercedes,1:54.136,2013,2
10,Kimi  Räikkönen  RAI,Lotus Renault,1:52.970,2013,2
11,Romain  Grosjean  GRO,Lotus Renault,1:37.636,2013,2
12,Nico  Hulkenberg  HUL,Sauber Ferrari,1:38.125,2013,2
13,Daniel  Ricciardo  RIC,STR Ferrari,1:38.822,2013,2
14,Esteban  Gutierrez GUT,Sauber Ferrari,1:39.221,2013,2
15,Paul  di Resta  DIR,Force India Mercedes,1:44.509,2013,2
16,Pastor  Maldonado  MAL,Williams Renault,,2013,2
17,Jean-Eric  Vergne  VER,STR Ferrari,1:38.157,2013,2
18,Valtteri  Bottas  BOT,Williams Renault,1:38.207,2013,2
19,Jules  Bianchi  BIA,Marussia Cosworth,1:38.434,2013,2
20,Charles  Pic  PIC,Caterham Renault,1:39.314,2013,2
21,Max  Chilton  CHI,Marussia Cosworth,1:39.672,2013,2
22,Giedo  van der Garde  VDG,Caterham Renault,1:39.932,2013,2
1,Lewis  Hamilton  HAM,Mercedes,1:34.484,2013,3
2,Kimi  Räikkönen  RAI,Lotus Renault,1:34.761,2013,3
3,Fernando  Alonso  ALO,Ferrari,1:34.788,2013,3
4,Nico  Rosberg  ROS,Mercedes,1:34.861,2013,3
5,Felipe  Massa  MAS,Ferrari,1:34.933,2013,3
6,Romain  Grosjean  GRO,Lotus Renault,1:35.364,2013,3
7,Daniel  Ricciardo  RIC,STR Ferrari,1:35.998,2013,3
8,Jenson  Button  BUT,McLaren Mercedes,2:05.673,2013,3
9,Sebastian  Vettel  VET,Red Bull Racing Renault,,2013,3
10,Nico  Hulkenberg  HUL,Sauber Ferrari,,2013,3
11,Paul  di Resta  DIR,Force India Mercedes,1:36.287,2013,3
12,Sergio  Perez  PER,McLaren Mercedes,1:36.314,2013,3
13,Adrian  Sutil  SUT,Force India Mercedes,1:36.405,2013,3
14,Pastor  Maldonado  MAL,Williams Renault,1:37.139,2013,3
15,Jean-Eric  Vergne  VER,STR Ferrari,1:37.199,2013,3
16,Valtteri  Bottas  BOT,Williams Renault,1:37.769,2013,3
17,Esteban  Gutierrez GUT,Sauber Ferrari,1:37.990,2013,3
18,Jules  Bianchi  BIA,Marussia Cosworth,1:38.780,2013,3
19,Max  Chilton  CHI,Marussia Cosworth,1:39.537,2013,3
20,Charles  Pic  PIC,Caterham Renault,1:39.614,2013,3
21,Giedo  van der Garde  VDG,Caterham Renault,1:39.660,2013,3
22,Mark  Webber  WEB,Red Bull Racing Renault,,2013,3
1,Nico  Rosberg  ROS,Mercedes,1:32.330,2013,4
2,Sebastian  Vettel  VET,Red Bull Racing Renault,1:32.584,2013,4
3,Fernando  Alonso  ALO,Ferrari,1:32.667,2013,4
4,Felipe  Massa  MAS,Ferrari,1:33.207,2013,4
5,Paul  di Resta  DIR,Force India Mercedes,1:33.235,2013,4
6,Adrian  Sutil  SUT,Force India Mercedes,1:33.246,2013,4
7,Mark  Webber  WEB,Red Bull Racing Renault,1:33.078,2013,4
8,Kimi  Räikkönen  RAI,Lotus Renault,1:33.327,2013,4
9,Lewis  Hamilton  HAM,Mercedes,1:32.762,2013,4
10,Jenson  Button  BUT,McLaren Mercedes,,2013,4
11,Romain  Grosjean  GRO,Lotus Renault,1:33.762,2013,4
12,Sergio  Perez  PER,McLaren Mercedes,1:33.914,2013,4
13,Daniel  Ricciardo  RIC,STR Ferrari,1:33.974,2013,4
14,Nico  Hulkenberg  HUL,Sauber Ferrari,1:33.976,2013,4
15,Valtteri  Bottas  BOT,Williams Renault,1:34.105,2013,4
16,Jean-Eric  Vergne  VER,STR Ferrari,1:34.284,2013,4
17,Pastor  Maldonado  MAL,Williams Renault,1:34.425,2013,4
18,Charles  Pic  PIC,Caterham Renault,1:35.283,2013,4
19,Jules  Bianchi  BIA,Marussia Cosworth,1:36.178,2013,4
20,Giedo  van der Garde  VDG,Caterham Renault,1:36.304,2013,4
21,Max  Chilton  CHI,Marussia Cosworth,1:36.476,2013,4
22,Esteban  Gutierrez GUT,Sauber Ferrari,1:34.730,2013,4
1,Nico  Rosberg  ROS,Mercedes,1:20.718,2013,5
2,Lewis  Hamilton  HAM,Mercedes,1:20.972,2013,5
3,Sebastian  Vettel  VET,Red Bull Racing Renault,1:21.054,2013,5
4,Kimi  Räikkönen  RAI,Lotus Renault,1:21.177,2013,5
5,Fernando  Alonso  ALO,Ferrari,1:21.218,2013,5
6,Romain  Grosjean  GRO,Lotus Renault,1:21.308,2013,5
